ID,Latitude,Longitude
513,35.609695,-115.391695
514,40.156584,-89.412742
517,40.406127,-77.009187
518,40.463801,-76.340067
519,34.620356,-89.953422
522,40.534345,-76.431845
524,39.090822,-94.682864
549,36.486858,-80.747035
550,48.22387,-101.350209
551,32.373728,-99.007684
552,39.411879,-84.150066
553,30.905212,-102.885118
554,28.336676,-98.023371
556,35.390622,-97.266367
557,32.697805,-103.183759
559,32.266019,-101.476428
568,29.279543,-98.669314
571,36.922086,-89.314384
572,42.470283,-93.572673
573,30.108168,-96.048139
575,30.761227,-81.649454
576,44.470506,-93.295548
580,31.864866,-102.301872
581,44.780836,-93.033287
583,48.84921,-122.57207
584,45.234067,-122.809398
586,30.438282,-88.529199
589,48.34406,-103.616188
590,45.860927,-95.423415
592,39.112333,-108.647611
593,32.125681,-110.873714
594,42.435906,-96.373451
595,37.740334,-88.964209
596,42.976044,-82.543317
597,39.338035,-82.950973
599,43.885784,-100.705254
601,33.321634,-87.046503
602,33.562347,-86.83154
603,31.191843,-85.400127
604,32.194557,-86.420349
605,35.283505,-93.089304
606,33.513522,-93.948528
607,35.153655,-90.143513
608,33.602133,-114.523475
609,32.731761,-111.549763
610,35.220003,-114.006945
611,33.460873,-112.2054
612,35.016021,-110.674059
613,35.531807,-119.187644
614,34.854121,-117.080693
616,34.816763,-118.887325
617,38.117877,-121.394173
618,37.756119,-121.144322
619,39.762702,-104.793789
620,40.170518,-79.731906
621,39.275403,-103.709784
622,27.449632,-80.398071
623,30.493933,-84.429881
624,28.326345,-82.321754
625,28.010533,-82.3036
626,29.749927,-81.343694
627,31.140854,-81.578249
628,34.347462,-83.32232
630,33.208006,-84.064004
631,30.641236,-83.190486
632,34.576835,-84.946624
633,33.547329,-83.077382
634,33.719612,-85.025684
636,41.602709,-90.625746
637,42.460189,-92.252607
638,43.661928,-116.653932
639,47.71146,-116.997554
640,42.649585,-114.442418
641,42.660268,-112.206198
642,38.576154,-90.098046
643,39.133438,-88.566303
644,41.36878,-89.099175
645,38.760186,-90.064548
646,42.494161,-88.998844
647,38.174949,-87.55261
649,39.692528,-86.191428
650,41.586429,-87.238164
652,40.032307,-86.473543
653,41.287723,-87.294659
655,39.851228,-85.412464
656,39.549087,-86.036469
657,37.752394,-99.980666
658,38.41144,-96.237746
659,38.878632,-97.592795
660,38.364823,-82.696602
661,36.661967,-86.553559
662,36.697202,-87.455423
663,38.156657,-85.067276
664,38.857289,-84.625681
665,32.444404,-93.978872
666,42.089737,-86.412429
667,42.787484,-84.678265
668,43.4517,-83.894781
669,37.055441,-94.429973
671,36.760218,-89.541742
672,38.723308,-94.451555
673,38.225932,-91.158632
674,38.840342,-91.228114
675,40.395805,-91.569996
676,30.420777,-89.137685
677,34.928741,-89.793092
678,32.278394,-90.161078
682,36.072178,-79.352487
683,35.574095,-78.14597
684,46.929262,-104.00894
685,46.833559,-96.844059
686,41.091131,-96.25452
687,41.100851,-100.72662
688,39.684636,-75.485705
689,35.079038,-106.746458
690,32.341143,-108.676737
691,35.158784,-103.70431
692,41.098227,-114.957502
693,43.000805,-78.40692
694,41.790072,-80.85585
695,40.832336,-83.967315
696,40.267382,-82.924027
697,41.182562,-80.570504
698,39.646085,-83.537722
699,39.942384,-82.599217
700,41.535126,-83.460039
701,34.200405,-97.167697
702,35.475957,-95.539161
703,35.458313,-97.690119
704,35.596136,-97.43662
705,35.265931,-99.64087
706,36.162635,-95.832356
707,41.172571,-79.095428
708,40.235193,-77.122071
709,41.027928,-77.523125
710,41.824803,-75.682862
711,35.142827,-81.509162
712,34.065037,-81.024269
713,34.339724,-79.532875
714,34.856016,-81.005732
715,38.818786,-90.952153
716,43.603621,-96.767305
717,38.475517,-90.851007
718,38.285981,-90.405087
719,41.564806,-87.403247
720,36.026395,-87.17167
721,39.697241,-86.188501
722,35.88177,-84.236045
723,35.194246,-101.723823
724,31.996876,-106.578981
725,29.794931,-95.032926
726,32.657082,-96.751453
727,26.336076,-98.142991
728,31.661838,-106.239075
729,29.998865,-95.427799
730,27.685894,-99.465601
731,39.850884,-85.417277
732,41.13875,-80.71846
733,33.593087,-101.841623
734,30.193038,-95.193116
735,30.117011,-93.819991
736,31.401153,-103.485879
737,29.446787,-98.361556
738,32.461697,-99.872525
739,31.508006,-97.145688
740,29.7806,-95.952044
741,33.890924,-98.483001
742,40.685764,-112.266111
743,39.685703,-111.83669
744,41.231031,-112.0084148
746,40.7267,-111.9155
747,40.1874931,-111.6409511
748,41.423985,-112.051637
749,37.932935,-77.473006
750,36.94455,-80.945705
752,39.290527,-78.087612
753,37.939874,-77.466104
754,36.935915,-80.992118
756,44.295481,-90.829414
758,42.852137,-106.269853
759,41.098165,-104.853677
760,42.087327,-110.947924
761,41.264671,-110.978329
762,44.277109,-105.495261
763,41.777686,-107.311169
764,41.609539,-109.231247
765,33.81822,-116.403606
768,39.130651,-94.497324
770,40.960611,-117.747702
772,40.836487,-111.934094
773,38.788766,-112.081766
774,41.963854,-112.709599
775,37.060669,-113.582159
777,43.571646,-116.189476
781,40.492183,-106.851783
784,39.625393,-75.949189
785,50.948795,-113.979407
786,53.56694,-113.316928
788,49.877061,-97.339371
789,42.93373,-81.174003
790,44.266786,-76.968756
791,52.196379,-106.668149
792,50.57196089,-111.8679642
793,50.990041,-113.974949
795,53.339461,-113.542631
796,52.287481,-113.848703
798,49.170022,-122.955768
799,49.146877,-122.006417
801,53.876661,-122.73472
803,49.973492,-98.211921
804,49.942178,-97.229308
805,43.74438,-79.6088
806,49.396936,-82.369442
807,43.653347,-79.649544
808,46.089706,-73.198731
809,45.194848,-73.448628
810,45.733054,-72.738162
811,50.426525,-105.544858
813,51.29284,-113.99839
814,51.075,-114.00491
818,53.58392,-116.42203
819,56.6951,-111.3588
820,55.162867,-118.821169
821,49.675537,-112.778748
822,53.286,-110.037
824,54.136921,-115.695415
825,43.169361,-80.215204
827,49.02003,-122.26543
828,49.53604,-115.75174
829,49.112525,-116.523547
830,55.781869,-120.280113
832,49.230244,-122.879016
835,49.8912,-97.0742
837,46.43565,-81.1095
839,49.569483,-97.192021
842,50.46536,-104.565
844,51.225317,-102.475574
846,51.61815,-111.811603
848,51.009581,-114.004072
850,53.57087,-113.61202
852,45.135949,-74.49842
853,46.556739,-84.319842
860,42.921235,-78.967753
861,49.365201,-121.482695
862,43.334119,-80.432886
863,50.479056,-104.289309
864,51.249516,-105.973048
865,43.828488,-79.047768
866,48.603094,-88.78124
868,50.053049,-110.732657
869,50.341778,-113.766975
873,25.884676,-80.365669
874,25.760165,-80.480704
875,39.638285,-75.807571
876,37.940138,-77.468086
879,38.617049,-121.53838
880,41.349379,-74.687161
881,41.118542,-85.184203
882,41.442426,-71.800032
883,32.542902,-95.755173
884,35.139279,-82.104344
885,35.270019,-78.614936
887,32.704667,-100.8658
888,34.528931,-101.797707
889,38.311016,-88.957163
890,37.071888,-88.123362
891,40.892136,-74.685781
892,38.995598,-110.148518
893,41.500031,-95.334222
894,28.709904,-100.464068
895,42.136773,-83.240122
896,43.121688,-71.480742
897,25.925213,-80.245671
898,36.704821,-77.552426
899,36.711179,-78.108394
900,35.318448,-78.575839
901,40.692122,-99.381523
902,40.830678,-98.381386
903,38.874227,-97.610087
904,41.052178,-102.070574
905,46.874589,-113.887922
906,45.644901,-109.247884
907,46.396802,-105.820976
908,46.005195,-112.612531
909,48.512661,-111.872893
910,45.917256,-111.599146
911,47.189338,-114.88546
912,40.760268,-98.586494
913,41.66001,-93.500274
914,46.95578,-114.133137
915,45.815631,-108.417455
916,46.757044,-114.080956
917,47.47055,-111.360873
918,44.112534,-103.272893
920,39.364178,-101.032479
922,48.369782,-114.239204
923,45.812562,-108.415656
924,46.008538,-112.609961
925,47.470024,-111.357795
931,44.103461,-103.150399
934,45.296977,-118.043595
963,47.620845,-117.506669
964,45.742818,-107.611205
965,46.971021,-120.537803
966,40.649625,-116.945441
967,47.663394,-117.315516
968,45.765292,-111.186709
970,46.262493,-119.082498
1001,31.190475,-101.449249
1002,28.4719,-98.5468
1003,34.435819,-100.232258
1004,36.695354,-97.345851
1005,39.615091,-119.21593
1006,30.504505,-99.778218
1009,34.01471606,-117.5271456
1012,40.981418,-91.540219
1013,45.773855,-111.199
1014,47.116754,-104.73539
1015,47.685064,-104.177942
1017,37.855676,-121.275608
1019,39.750129,-122.207933
1020,41.588535,-87.239374
1021,42.740342,-86.071106
1023,31.317123,-94.699158
1024,41.480377,-88.079113
1025,29.7716,-95.124779
1026,28.510756,-99.849131
1027,35.236093,-102.428558
1028,31.448324,-96.078832
1030,41.663639,-87.701114
1032,40.3542858,-80.6163609
1033,31.980962,-102.033375
1041,41.903601,-88.122553
1042,41.75412,-87.799057
1043,43.439932,-112.115729
1046,26.666228,-80.716317
1047,30.371514,-81.764116
1049,36.7165037,-76.6705194
1051,30.2537,-93.014736
1052,38.0970468,-102.6190523
1054,30.034247,-97.687017
1057,29.714342,-95.196028
1058,29.814268,-82.169127
1059,29.694887,-96.902387
1061,37.213021,-93.38118
1063,35.642775,-82.039872
1068,33.082892,-80.206313
1070,34.946751,-104.651195
1071,36.1804339,-119.3330182
1080,37.465164,-121.165039
1082,32.903967,-79.98522
1083,36.33149,-102.072954
1086,40.553673,-85.555313
1092,41.891211,-91.666326
1094,35.1275617,-118.4148405
1096,28.37602,-80.80214
1098,40.719759,-74.126276
1103,48.1877213,-122.1970999
1105,30.781992,-92.18745
1108,32.8010664,-97.0281619
1110,39.056354,-104.854718
1114,41.988006,-87.9602606
1117,41.04724172,-86.21855261
1118,34.394761,-103.15132
1126,39.1564147,-94.4763072
1128,27.917896,-81.718999
1132,32.9786181,-115.5092893
1134,31.8256175,-103.9092575
1135,27.211821,-98.1414383
1140,33.1018215,-97.4698428
1143,31.87936044,-102.427068
1145,31.96760254,-102.2523326
1146,31.40086612,-103.5209549
1147,31.842779,-103.104806
1149,30.414117,-81.5729487
1161,31.784738,-102.476793
1163,41.1756052,-79.7400581
1164,29.9734469,-90.2991974
1165,32.120335,-103.187872
1171,36.7841675,-114.1400244
1173,47.241807,-122.412691
1174,39.41904238,-87.69532127
1175,34.3268312,-112.1184219
1177,34.06447411,-117.4928918
1178,32.0842871,-110.8036261
1179,31.338691,-110.967105
1180,33.49433864,-112.9372426
1181,41.9359,-89.0175
1185,36.89720131,-113.9096142
1192,33.7654451,-112.5141115
1193,34.699416,-113.61028
1194,33.4146854,-111.9956143
1195,47.00546921,-120.5865641
1197,49.3001681,-115.1159112
1200,55.0516443,-117.2822623
1201,43.7726241,-79.8765548
1203,32.342786,-88.79745
1205,31.61504984,-102.8111921
1206,31.8531568,-103.0683493
1207,31.58747741,-102.9171905
1209,31.96844103,-102.0731307
1211,32.30706366,-102.5421709
1212,33.63376599,-113.7677806
1219,38.97086768,-89.13587009
1225,38.55588697,-89.80608539
7937,36.061162,-79.661658
1227,31.52704669,-103.1186084
1234,35.70012877,-114.4761787
1235,32.69118008,-113.953572
1243,32.93027695,-112.6733858
1244,32.94993318,-112.7054845
1245,39.17726463,-89.67488189
1247,33.46994015,-94.45250943
7971,35.720805,-81.190174
1260,35.26730188,-119.2299164
7976,35.671356,-80.856049
1269,32.27066935,-109.2440654
1270,34.9747,-110.0902
1271,33.27858403,-115.9663043
7983,35.612113,-80.520516
1272,34.90405231,-116.887216
1281,36.9952,-111.5642
1282,32.7234,-96.3182
1284,33.453,-94.1326
7996,35.050974,-80.618642
1295,32.441,-95.137
1299,33.8007,-98.1961
1300,32.3020419,-96.638463
1303,31.743,-95.6556
1304,32.8419379,-97.3417294
1549,33.593729,-86.121727
1550,34.116643,-86.863208
1577,36.376687,-84.249697
8601,32.8423995,-104.396488
8604,32.700475,-103.150087
8605,32.442752,-103.162067
8616,32.31284,-102.567507
8621,31.984323,-102.042821
8624,31.873369,-102.425832
8625,31.845265,-102.340592
8628,32.281973,-101.497157
8630,31.406998,-102.348618
8658,32.739872,-103.163114
e00fce68aadec91d27441ac2,41.8376,-87.6818
